file_path,relative_path,filename,size_bytes,size_mb,mtime,file_hash,registered_at
D:\桌面\本地PDF文献知识库\Enhanced corrosion protection for MAO coating on magnesium alloy by the synergism of LDH doping with deposition of 8HQ inhibitor film.pdf,Enhanced corrosion protection for MAO coating on magnesium alloy by the synergism of LDH doping with deposition of 8HQ inhibitor film.pdf,Enhanced corrosion protection for MAO coating on magnesium alloy by the synergism of LDH doping with deposition of 8HQ inhibitor film.pdf,12868923,12.27,2025-08-08T16:48:43.647310,37c0bb2fbacd567b9d2e1de1f5ef4f41,2025-08-13T23:48:03.326204
"D:\桌面\本地PDF文献知识库\Enhanced visible light photocatalytic activity of P-block elements (C, N and F) doped porous TiO2 coatings on Cp-Ti by micro-arc oxidation.pdf","Enhanced visible light photocatalytic activity of P-block elements (C, N and F) doped porous TiO2 coatings on Cp-Ti by micro-arc oxidation.pdf","Enhanced visible light photocatalytic activity of P-block elements (C, N and F) doped porous TiO2 coatings on Cp-Ti by micro-arc oxidation.pdf",5552664,5.3,2025-08-08T15:33:23.134302,ee8c3d819eeb04168ec2eb359c6b0398,2025-08-13T23:48:03.335084
D:\桌面\本地PDF文献知识库\Evaluation of microstructural effects on corrosion behavior of AZ31B magnesium alloy with a MAO coating and electroless Ni-P plating.pdf,Evaluation of microstructural effects on corrosion behavior of AZ31B magnesium alloy with a MAO coating and electroless Ni-P plating.pdf,Evaluation of microstructural effects on corrosion behavior of AZ31B magnesium alloy with a MAO coating and electroless Ni-P plating.pdf,3941385,3.76,2025-08-08T17:19:04.358890,ec17ed8a1a477954883980f94e4108bb,2025-08-13T23:48:03.341361
D:\桌面\本地PDF文献知识库\Evaluation of the Corrosion Resistance and Cytocompatibility of a Bioactive Micro-Arc Oxidation Coating on AZ31 Mg Alloy.pdf,Evaluation of the Corrosion Resistance and Cytocompatibility of a Bioactive Micro-Arc Oxidation Coating on AZ31 Mg Alloy.pdf,Evaluation of the Corrosion Resistance and Cytocompatibility of a Bioactive Micro-Arc Oxidation Coating on AZ31 Mg Alloy.pdf,6176607,5.89,2025-08-08T21:32:19.597718,ac5eceba78f41540dc26afdfc3df9d97,2025-08-13T23:48:03.350670
D:\桌面\本地PDF文献知识库\Fabrication and degradation behavior of micro-arc oxidized biomedical magnesium alloy wires.pdf,Fabrication and degradation behavior of micro-arc oxidized biomedical magnesium alloy wires.pdf,Fabrication and degradation behavior of micro-arc oxidized biomedical magnesium alloy wires.pdf,1944269,1.85,2025-08-08T17:15:20.493829,c1c3c4d9ee5b6aabf035d3c23f74f570,2025-08-13T23:48:03.353781
D:\桌面\本地PDF文献知识库\Formation mechanism of a self-sealing pore micro-arc oxidation film on.pdf,Formation mechanism of a self-sealing pore micro-arc oxidation film on.pdf,Formation mechanism of a self-sealing pore micro-arc oxidation film on.pdf,2801257,2.67,2025-08-08T16:21:58.167408,b529b529000bb8584514d210d9cabf0a,2025-08-13T23:48:03.359427
D:\桌面\本地PDF文献知识库\Formation of a compact oxide layer on AZ91D magnesium alloy by microarc oxidation via addition of cerium chloride into the MAO electrolyte.pdf,Formation of a compact oxide layer on AZ91D magnesium alloy by microarc oxidation via addition of cerium chloride into the MAO electrolyte.pdf,Formation of a compact oxide layer on AZ91D magnesium alloy by microarc oxidation via addition of cerium chloride into the MAO electrolyte.pdf,1937676,1.85,2025-08-08T16:28:07.834430,884f0f4780c71e7d71075f728ba6780d,2025-08-13T23:48:03.362709
D:\桌面\本地PDF文献知识库\Formation of Microcracks During Micro-Arc Oxidation in a Phytic Acid-Containing Solution on Two-Phase AZ91HP.pdf,Formation of Microcracks During Micro-Arc Oxidation in a Phytic Acid-Containing Solution on Two-Phase AZ91HP.pdf,Formation of Microcracks During Micro-Arc Oxidation in a Phytic Acid-Containing Solution on Two-Phase AZ91HP.pdf,7170083,6.84,2025-08-08T21:23:14.985377,cd6ed20e52f58d28433c7b4bd2d1f4d6,2025-08-13T23:48:03.373244
D:\桌面\本地PDF文献知识库\Formation process of micro arc oxidation coatings obtained.pdf,Formation process of micro arc oxidation coatings obtained.pdf,Formation process of micro arc oxidation coatings obtained.pdf,2965621,2.83,2025-08-08T21:33:50.200125,df22af851bad38ac274d5c7a0f35508a,2025-08-13T23:48:03.378341
D:\桌面\本地PDF文献知识库\Growth kinetics and mechanism of microarc oxidation coating on Ti−6Al−4V alloy in phosphatesilicate electrolyte.pdf,Growth kinetics and mechanism of microarc oxidation coating on Ti−6Al−4V alloy in phosphatesilicate electrolyte.pdf,Growth kinetics and mechanism of microarc oxidation coating on Ti−6Al−4V alloy in phosphatesilicate electrolyte.pdf,2588910,2.47,2025-08-08T21:09:27.412850,56e12ce920613553769197a0074e0466,2025-08-13T23:48:03.382530
D:\桌面\本地PDF文献知识库\Growth Mechanism of Ceramic Coating on ZK60 Magnesium Alloy Based on Two-Step Current-Decreasing Mode of Micro-Arc Oxidation.pdf,Growth Mechanism of Ceramic Coating on ZK60 Magnesium Alloy Based on Two-Step Current-Decreasing Mode of Micro-Arc Oxidation.pdf,Growth Mechanism of Ceramic Coating on ZK60 Magnesium Alloy Based on Two-Step Current-Decreasing Mode of Micro-Arc Oxidation.pdf,9659915,9.21,2025-08-08T21:20:30.115961,fa70025b66de8b2cdb3bc9065bd54436,2025-08-13T23:48:03.398429
D:\桌面\本地PDF文献知识库\High emissivity coatings on titanium alloy prepared by micro-arc oxidation for high temperature application.pdf,High emissivity coatings on titanium alloy prepared by micro-arc oxidation for high temperature application.pdf,High emissivity coatings on titanium alloy prepared by micro-arc oxidation for high temperature application.pdf,469393,0.45,2025-08-08T15:17:13.362655,36372f0a6c52b20e097e2cf0e50b95b8,2025-08-13T23:48:03.399571
D:\桌面\本地PDF文献知识库\High-corrosion resistance of the microarc oxidation coatings on.pdf,High-corrosion resistance of the microarc oxidation coatings on.pdf,High-corrosion resistance of the microarc oxidation coatings on.pdf,2421991,2.31,2025-08-08T16:38:41.440310,544153c287e8997944e5cf2f8d19f7e1,2025-08-13T23:48:03.403296
D:\桌面\本地PDF文献知识库\Immobilization of rGOZnO hybrid composites on the Zn substrate for enhanced photocatalytic activity and corrosion stability.pdf,Immobilization of rGOZnO hybrid composites on the Zn substrate for enhanced photocatalytic activity and corrosion stability.pdf,Immobilization of rGOZnO hybrid composites on the Zn substrate for enhanced photocatalytic activity and corrosion stability.pdf,5220309,4.98,2025-08-08T16:05:41.567029,fb677147dbf37a7dab75322b6f9de609,2025-08-13T23:48:03.411243
D:\桌面\本地PDF文献知识库\Improved Corrosion Properties of Mg-Gd-Zn-Zr Alloy by Micro-Arc Oxidation.pdf,Improved Corrosion Properties of Mg-Gd-Zn-Zr Alloy by Micro-Arc Oxidation.pdf,Improved Corrosion Properties of Mg-Gd-Zn-Zr Alloy by Micro-Arc Oxidation.pdf,3652966,3.48,2025-08-08T16:55:15.761845,4dd19eff83bd8cff2d97850ded03a183,2025-08-13T23:48:03.416859
D:\桌面\本地PDF文献知识库\In vitro biocompatibility and antibacterial behavior of anodic coatings fabricated in an organic phosphate containing solution on Mg–1.0Ca alloys.pdf,In vitro biocompatibility and antibacterial behavior of anodic coatings fabricated in an organic phosphate containing solution on Mg–1.0Ca alloys.pdf,In vitro biocompatibility and antibacterial behavior of anodic coatings fabricated in an organic phosphate containing solution on Mg–1.0Ca alloys.pdf,3406673,3.25,2025-08-08T16:41:29.176032,c86b45eb36f74499a5e23f12cb0243e0,2025-08-13T23:48:03.422054
D:\桌面\本地PDF文献知识库\In vitro long-term antibacterial performance and mechanism of Zn-doped.pdf,In vitro long-term antibacterial performance and mechanism of Zn-doped.pdf,In vitro long-term antibacterial performance and mechanism of Zn-doped.pdf,11036102,10.52,2025-08-08T15:36:39.829434,70f9e82d24c8ac74f90dc292fc93c12b,2025-08-13T23:48:03.438565
"D:\桌面\本地PDF文献知识库\In-situ preparation of (Ti,Al) codoped blue PEO ceramic coating on.pdf","In-situ preparation of (Ti,Al) codoped blue PEO ceramic coating on.pdf","In-situ preparation of (Ti,Al) codoped blue PEO ceramic coating on.pdf",4947064,4.72,2025-08-08T16:12:02.833514,19d6fb5de8aa0627d6911b583d44f260,2025-08-13T23:48:03.446852
D:\桌面\本地PDF文献知识库\In-vitro corrosion inhibition mechanism of fluorine-doped hydroxyapatite.pdf,In-vitro corrosion inhibition mechanism of fluorine-doped hydroxyapatite.pdf,In-vitro corrosion inhibition mechanism of fluorine-doped hydroxyapatite.pdf,4775975,4.55,2025-08-08T16:06:51.229202,77056e2bbcdd26fbbf849fd71aba4424,2025-08-13T23:48:03.454216
D:\桌面\本地PDF文献知识库\Influence of cathodic duty cycle on the properties of tungsten containing.pdf,Influence of cathodic duty cycle on the properties of tungsten containing.pdf,Influence of cathodic duty cycle on the properties of tungsten containing.pdf,1730814,1.65,2025-08-08T15:21:09.621346,cdaa9f5b7beb38756e18d5170b97e18b,2025-08-13T23:48:03.456912
D:\桌面\本地PDF文献知识库\Influence of Co-doping on Soft Spark Micro-arc Oxidation on ZrO2–AZ91D Magnesium Alloy.pdf,Influence of Co-doping on Soft Spark Micro-arc Oxidation on ZrO2–AZ91D Magnesium Alloy.pdf,Influence of Co-doping on Soft Spark Micro-arc Oxidation on ZrO2–AZ91D Magnesium Alloy.pdf,7589916,7.24,2025-08-08T15:41:11.343051,1b43557a084279f90f395d4725c06a58,2025-08-13T23:48:03.468540
D:\桌面\本地PDF文献知识库\Influence of Electrolyte Compositions and Electrical Parameters on Thermal Properties of Micro-Arc Oxidized AZ91 Alloy.pdf,Influence of Electrolyte Compositions and Electrical Parameters on Thermal Properties of Micro-Arc Oxidized AZ91 Alloy.pdf,Influence of Electrolyte Compositions and Electrical Parameters on Thermal Properties of Micro-Arc Oxidized AZ91 Alloy.pdf,6541552,6.24,2025-08-08T17:17:52.054386,4c5c36ad668bf72ada8e5e0f226d07ab,2025-08-13T23:48:03.479221
D:\桌面\本地PDF文献知识库\Influence of frequency and duty cycle on the properties of antibacterial borate-based PEO coatings on titanium for bone-contact applications.pdf,Influence of frequency and duty cycle on the properties of antibacterial borate-based PEO coatings on titanium for bone-contact applications.pdf,Influence of frequency and duty cycle on the properties of antibacterial borate-based PEO coatings on titanium for bone-contact applications.pdf,2833990,2.7,2025-08-08T15:48:23.714172,62a66dd79bc007b0caf189ff367fbd9e,2025-08-13T23:48:03.483785
D:\桌面\本地PDF文献知识库\Influence of K2TiF6 in electrolyte on characteristics of the microarc oxidation coating on aluminum alloy.pdf,Influence of K2TiF6 in electrolyte on characteristics of the microarc oxidation coating on aluminum alloy.pdf,Influence of K2TiF6 in electrolyte on characteristics of the microarc oxidation coating on aluminum alloy.pdf,1136253,1.08,2025-08-08T16:46:48.071625,eeb668fe24ac9841919e88e10ed828f2,2025-08-13T23:48:03.485690
D:\桌面\本地PDF文献知识库\Int J Applied Ceramic Tech - 2019 - Wang - The effect of Sb2O3 on the properties of micro‐arc oxidation coatings on.pdf,Int J Applied Ceramic Tech - 2019 - Wang - The effect of Sb2O3 on the properties of micro‐arc oxidation coatings on.pdf,Int J Applied Ceramic Tech - 2019 - Wang - The effect of Sb2O3 on the properties of micro‐arc oxidation coatings on.pdf,2826661,2.7,2025-08-09T22:31:40.756059,528d3bf5ee72d8f175a32e6acf9f38f2,2025-08-13T23:48:03.490096
D:\桌面\本地PDF文献知识库\Int J Applied Ceramic Tech - 2022 - Zhang - Effect of Fe3  and F  on black micro‐arc oxidation ceramic coating of magnesium.pdf,Int J Applied Ceramic Tech - 2022 - Zhang - Effect of Fe3  and F  on black micro‐arc oxidation ceramic coating of magnesium.pdf,Int J Applied Ceramic Tech - 2022 - Zhang - Effect of Fe3  and F  on black micro‐arc oxidation ceramic coating of magnesium.pdf,2010494,1.92,2025-08-08T15:23:54.742625,eafdded28e4e6758f6164fab1e041700,2025-08-13T23:48:03.493695
D:\桌面\本地PDF文献知识库\Int J Applied Ceramic Tech - 2025 - Zhang - CeCin additions on the structure and properties of micro‐arc oxidation coatings.pdf,Int J Applied Ceramic Tech - 2025 - Zhang - CeCin additions on the structure and properties of micro‐arc oxidation coatings.pdf,Int J Applied Ceramic Tech - 2025 - Zhang - CeCin additions on the structure and properties of micro‐arc oxidation coatings.pdf,2849921,2.72,2025-08-09T22:33:56.112001,42ba254f55ab02c6b5ec95e73e07b59d,2025-08-13T23:48:03.498156
D:\桌面\本地PDF文献知识库\Investigation of micro-arc oxidation coating growth patterns of aluminum alloy by two-step oxidation method.pdf,Investigation of micro-arc oxidation coating growth patterns of aluminum alloy by two-step oxidation method.pdf,Investigation of micro-arc oxidation coating growth patterns of aluminum alloy by two-step oxidation method.pdf,2703231,2.58,2025-08-08T21:19:06.702961,53ee98940124362ebb3b69917a086424,2025-08-13T23:48:03.502345
D:\桌面\本地PDF文献知识库\Investigation of wear and corrosion resistance of nanocomposite coating formed on AZ31B Mg alloy by plasma electrolytic oxidation.pdf,Investigation of wear and corrosion resistance of nanocomposite coating formed on AZ31B Mg alloy by plasma electrolytic oxidation.pdf,Investigation of wear and corrosion resistance of nanocomposite coating formed on AZ31B Mg alloy by plasma electrolytic oxidation.pdf,2731869,2.61,2025-08-08T15:21:32.307734,a08cd2566f29b857b25bf2b9c3f7e876,2025-08-13T23:48:03.506518
"D:\桌面\本地PDF文献知识库\Investigation of wear, corrosion and tribocorrosion properties of AZ91.pdf","Investigation of wear, corrosion and tribocorrosion properties of AZ91.pdf","Investigation of wear, corrosion and tribocorrosion properties of AZ91.pdf",812208,0.77,2025-08-08T21:14:17.780879,ab38295d35f8fe9bd5f23e8739508642,2025-08-13T23:48:03.507898
D:\桌面\本地PDF文献知识库\Investigation on Corrosion Resistance and Formation Mechanism of a P–F–Zr Contained Micro-Arc Oxidation Coating on AZ31B Magnesium Alloy Using an Orthogonal Method.pdf,Investigation on Corrosion Resistance and Formation Mechanism of a P–F–Zr Contained Micro-Arc Oxidation Coating on AZ31B Magnesium Alloy Using an Orthogonal Method.pdf,Investigation on Corrosion Resistance and Formation Mechanism of a P–F–Zr Contained Micro-Arc Oxidation Coating on AZ31B Magnesium Alloy Using an Orthogonal Method.pdf,7116375,6.79,2025-08-08T15:10:29.564466,3888e9cea604481bdbd6ea0e92115ce0,2025-08-13T23:48:03.518835
D:\桌面\本地PDF文献知识库\Journal of the American Ceramic Society - 2006 - Yao - Effect of Na2SO4 on Structure and Corrosion Resistance of Ceramics.pdf,Journal of the American Ceramic Society - 2006 - Yao - Effect of Na2SO4 on Structure and Corrosion Resistance of Ceramics.pdf,Journal of the American Ceramic Society - 2006 - Yao - Effect of Na2SO4 on Structure and Corrosion Resistance of Ceramics.pdf,325403,0.31,2025-08-08T15:18:08.942106,c9cfe8c4d34ee5615527ec6fada41776,2025-08-13T23:48:03.519619
D:\桌面\本地PDF文献知识库\Key factor for the corrosion resistance of MAO coating on Mg alloy.pdf,Key factor for the corrosion resistance of MAO coating on Mg alloy.pdf,Key factor for the corrosion resistance of MAO coating on Mg alloy.pdf,13170203,12.56,2025-08-08T21:12:15.921943,e40143765f2af6476d92e79c4b5529de,2025-08-13T23:48:03.539469
D:\桌面\本地PDF文献知识库\Long time corrosion test of AZ31B Mg alloy via micro-arc oxidation (MAO) technology.pdf,Long time corrosion test of AZ31B Mg alloy via micro-arc oxidation (MAO) technology.pdf,Long time corrosion test of AZ31B Mg alloy via micro-arc oxidation (MAO) technology.pdf,3385801,3.23,2025-08-08T21:20:04.925888,ad910e8c6c26c23df0129dc12b2cdafb,2025-08-13T23:48:03.545591
D:\桌面\本地PDF文献知识库\Long-term corrosion inhibition mechanism of microarc oxidation coated AZ31 Mg alloys for biomedical applications.pdf,Long-term corrosion inhibition mechanism of microarc oxidation coated AZ31 Mg alloys for biomedical applications.pdf,Long-term corrosion inhibition mechanism of microarc oxidation coated AZ31 Mg alloys for biomedical applications.pdf,2024904,1.93,2025-08-08T21:26:58.134126,3b326a75c38bfe2276fd7ec2f78bb47b,2025-08-13T23:48:03.548894
D:\桌面\本地PDF文献知识库\LSPMAO composite bio-coating on AZ80 magnesium alloy for biomedical application.pdf,LSPMAO composite bio-coating on AZ80 magnesium alloy for biomedical application.pdf,LSPMAO composite bio-coating on AZ80 magnesium alloy for biomedical application.pdf,1053746,1.0,2025-08-08T16:55:42.808080,cf8631354fffc7d41849a466c6530ab6,2025-08-13T23:48:03.550615
D:\桌面\本地PDF文献知识库\Materials   Corrosion - 2008 - Wen - The effect of phosphate on MAO of AZ91D magnesium using AC power source.pdf,Materials   Corrosion - 2008 - Wen - The effect of phosphate on MAO of AZ91D magnesium using AC power source.pdf,Materials   Corrosion - 2008 - Wen - The effect of phosphate on MAO of AZ91D magnesium using AC power source.pdf,572105,0.55,2025-08-08T17:16:01.878668,2b2886671f18c67c3aa1a03bff9d763f,2025-08-13T23:48:03.551622
D:\桌面\本地PDF文献知识库\Materials   Corrosion - 2011 - Song - Fabrication and characterization of micro‐arc oxidation  MAO  coatings on Mg‐Li alloy.pdf,Materials   Corrosion - 2011 - Song - Fabrication and characterization of micro‐arc oxidation  MAO  coatings on Mg‐Li alloy.pdf,Materials   Corrosion - 2011 - Song - Fabrication and characterization of micro‐arc oxidation  MAO  coatings on Mg‐Li alloy.pdf,999303,0.95,2025-08-08T16:26:25.735626,92904012d45b0ef17864bf30bf836325,2025-08-13T23:48:03.553259
D:\桌面\本地PDF文献知识库\Materials   Corrosion - 2019 - Xue - Characterization of the corrosion performances of as‐cast Mg Al and Mg Zn magnesium.pdf,Materials   Corrosion - 2019 - Xue - Characterization of the corrosion performances of as‐cast Mg Al and Mg Zn magnesium.pdf,Materials   Corrosion - 2019 - Xue - Characterization of the corrosion performances of as‐cast Mg Al and Mg Zn magnesium.pdf,7379026,7.04,2025-08-08T16:57:02.645152,d785123068d88dc369a2c8645fd43995,2025-08-13T23:48:03.565483
D:\桌面\本地PDF文献知识库\MC3T3-E1 cell response to microporous tantalum oxide surfaces enriched.pdf,MC3T3-E1 cell response to microporous tantalum oxide surfaces enriched.pdf,MC3T3-E1 cell response to microporous tantalum oxide surfaces enriched.pdf,5901347,5.63,2025-08-08T15:34:09.240656,879208acec0676f985109e0d51eeac28,2025-08-13T23:48:03.574773
D:\桌面\本地PDF文献知识库\metals-10-01146.pdf,metals-10-01146.pdf,metals-10-01146.pdf,4620958,4.41,2025-08-09T22:34:20.064578,1bdb81981d46bdc7dd584e7de885f73d,2025-08-13T23:48:03.582052
D:\桌面\本地PDF文献知识库\Micro-arc oxidization of a novel Mg–1Ca alloy in three alkaline KF electrolytes Corrosion resistance and cytotoxicity.pdf,Micro-arc oxidization of a novel Mg–1Ca alloy in three alkaline KF electrolytes Corrosion resistance and cytotoxicity.pdf,Micro-arc oxidization of a novel Mg–1Ca alloy in three alkaline KF electrolytes Corrosion resistance and cytotoxicity.pdf,3492434,3.33,2025-08-08T17:09:14.048740,29526b5eac9cbc8ff37a59c807cd5575,2025-08-13T23:48:03.587369
D:\桌面\本地PDF文献知识库\Micro-arc oxidization of anovel Mg-1Ca alloy.pdf,Micro-arc oxidization of anovel Mg-1Ca alloy.pdf,Micro-arc oxidization of anovel Mg-1Ca alloy.pdf,3492434,3.33,2025-08-08T16:24:44.165303,d45d203f3d06585c5c434dd16dc43c27,2025-08-13T23:48:03.593086
D:\桌面\本地PDF文献知识库\Microplasma synthesis of biocompatible coatings with additions of.pdf,Microplasma synthesis of biocompatible coatings with additions of.pdf,Microplasma synthesis of biocompatible coatings with additions of.pdf,1682567,1.6,2025-08-08T15:50:54.776755,09902d2513d6d254f0be26ac458eaaa1,2025-08-13T23:48:03.596046
D:\桌面\本地PDF文献知识库\Microstructure and Corrosion Properties of ZK60 Alloys Modified by Micro-Arc Oxidation Coatings Using Phosphate-Borate Electrolyte in KOH Solution.pdf,Microstructure and Corrosion Properties of ZK60 Alloys Modified by Micro-Arc Oxidation Coatings Using Phosphate-Borate Electrolyte in KOH Solution.pdf,Microstructure and Corrosion Properties of ZK60 Alloys Modified by Micro-Arc Oxidation Coatings Using Phosphate-Borate Electrolyte in KOH Solution.pdf,786305,0.75,2025-08-08T21:13:34.196851,dc060e154ecb1dd0647e80139d729391,2025-08-13T23:48:03.597400
D:\桌面\本地PDF文献知识库\Microstructure and corrosion resistance of MAO coatings on AZ31 magnesium.pdf,Microstructure and corrosion resistance of MAO coatings on AZ31 magnesium.pdf,Microstructure and corrosion resistance of MAO coatings on AZ31 magnesium.pdf,7553923,7.2,2025-08-08T21:18:41.479673,b6e36a29e55714648cc5615eb99bfc12,2025-08-13T23:48:03.609128
D:\桌面\本地PDF文献知识库\Microstructure and corrosion resistance of Ti3O5-HA bio-ceramic coating fabricated on AZ80 magnesium alloy.pdf,Microstructure and corrosion resistance of Ti3O5-HA bio-ceramic coating fabricated on AZ80 magnesium alloy.pdf,Microstructure and corrosion resistance of Ti3O5-HA bio-ceramic coating fabricated on AZ80 magnesium alloy.pdf,2317105,2.21,2025-08-08T21:28:06.446098,4d8582c6ee2eb34eff416871a2a1bf7e,2025-08-13T23:48:03.612954
D:\桌面\本地PDF文献知识库\Microstructure and photocatalytic performance of micro arc oxidation coatings after heat treatment.pdf,Microstructure and photocatalytic performance of micro arc oxidation coatings after heat treatment.pdf,Microstructure and photocatalytic performance of micro arc oxidation coatings after heat treatment.pdf,1560483,1.49,2025-08-08T15:39:05.989137,56d68137b830cf478e69e11764a4d6fc,2025-08-13T23:48:03.615442
D:\桌面\本地PDF文献知识库\Microstructure and properties of rare earth CeO2-doped TiO2 nanostructured.pdf,Microstructure and properties of rare earth CeO2-doped TiO2 nanostructured.pdf,Microstructure and properties of rare earth CeO2-doped TiO2 nanostructured.pdf,4444660,4.24,2025-08-08T15:39:31.118774,3a32af52608aa78bd96c3f774ce7b288,2025-08-13T23:48:03.622092
D:\桌面\本地PDF文献知识库\Microstructure and wear resistance of micro-arc oxidation ceramic coatings prepared on 2A50 aluminum alloys.pdf,Microstructure and wear resistance of micro-arc oxidation ceramic coatings prepared on 2A50 aluminum alloys.pdf,Microstructure and wear resistance of micro-arc oxidation ceramic coatings prepared on 2A50 aluminum alloys.pdf,2707234,2.58,2025-08-09T22:31:32.745174,d861a8176172b4ae49403a86db662370,2025-08-13T23:48:03.626833
D:\桌面\本地PDF文献知识库\Modification effect of graphene oxide on oxidation coating of Ti-3Zr-2Sn.pdf,Modification effect of graphene oxide on oxidation coating of Ti-3Zr-2Sn.pdf,Modification effect of graphene oxide on oxidation coating of Ti-3Zr-2Sn.pdf,10362946,9.88,2025-08-08T15:09:53.204509,aa10cde464e800059c39a669cc04d2ce,2025-08-13T23:48:03.642756
"D:\桌面\本地PDF文献知识库\Modification of titanium surface via Ag-, Sr- and Si-containing micro-arc calcium phosphate coating.pdf","Modification of titanium surface via Ag-, Sr- and Si-containing micro-arc calcium phosphate coating.pdf","Modification of titanium surface via Ag-, Sr- and Si-containing micro-arc calcium phosphate coating.pdf",3893738,3.71,2025-08-09T22:30:35.186891,a79454280684f9db86b805e2af35bbf5,2025-08-13T23:48:03.648797
D:\桌面\本地PDF文献知识库\Morphology and phase composition of MAO ceramic coating containing Cu on Ti6Al4V alloy.pdf,Morphology and phase composition of MAO ceramic coating containing Cu on Ti6Al4V alloy.pdf,Morphology and phase composition of MAO ceramic coating containing Cu on Ti6Al4V alloy.pdf,625543,0.6,2025-08-08T16:52:03.787850,fa6c7a3c61db36b63daf90e7eb03c114,2025-08-13T23:48:03.649928
D:\桌面\本地PDF文献知识库\Multifunctional HACu nano-coatings on titanium using PPy coordination and doping via pulse electrochemical polymerization.pdf,Multifunctional HACu nano-coatings on titanium using PPy coordination and doping via pulse electrochemical polymerization.pdf,Multifunctional HACu nano-coatings on titanium using PPy coordination and doping via pulse electrochemical polymerization.pdf,8264460,7.88,2025-08-08T16:10:52.249594,21af5dd12b92d30a5a96c1b86787aa09,2025-08-13T23:48:03.662395
D:\桌面\本地PDF文献知识库\New features of surface modification of.pdf,New features of surface modification of.pdf,New features of surface modification of.pdf,1271324,1.21,2025-08-08T16:46:11.321768,df27750cde329266eb0830aa3e72bd22,2025-08-13T23:48:03.664624
D:\桌面\本地PDF文献知识库\One-pot synthesis and microstructure of multi-layered nanospheres via.pdf,One-pot synthesis and microstructure of multi-layered nanospheres via.pdf,One-pot synthesis and microstructure of multi-layered nanospheres via.pdf,5902356,5.63,2025-08-08T16:00:39.491935,96fcf975c96b8a0a79bcbd68c3c31d0b,2025-08-13T23:48:03.673460
D:\桌面\本地PDF文献知识库\Optimisation of process parameters and characterisation of composite ceramic coating with NaF additive on Ti-3Zr-2Sn-3Mo-25Nb by micro-arc oxidation.pdf,Optimisation of process parameters and characterisation of composite ceramic coating with NaF additive on Ti-3Zr-2Sn-3Mo-25Nb by micro-arc oxidation.pdf,Optimisation of process parameters and characterisation of composite ceramic coating with NaF additive on Ti-3Zr-2Sn-3Mo-25Nb by micro-arc oxidation.pdf,2066186,1.97,2025-08-08T15:04:32.542001,1f230112a85de4bbf80a36f185596f5c,2025-08-13T23:48:03.677122
D:\桌面\本地PDF文献知识库\Parametric identification of the mathematical model of the micro-arc oxidation process.pdf,Parametric identification of the mathematical model of the micro-arc oxidation process.pdf,Parametric identification of the mathematical model of the micro-arc oxidation process.pdf,6484470,6.18,2025-08-11T15:44:00.680967,00cab25d814d4ff0b8869a21473f1639,2025-08-13T23:48:03.686881
D:\桌面\本地PDF文献知识库\Performance evaluation of scanning micro-arc oxidation ceramic coating on aluminum alloy under different current working modes.pdf,Performance evaluation of scanning micro-arc oxidation ceramic coating on aluminum alloy under different current working modes.pdf,Performance evaluation of scanning micro-arc oxidation ceramic coating on aluminum alloy under different current working modes.pdf,13477005,12.85,2025-08-11T15:43:47.340005,97f5be027d532735e30757e9180a29a8,2025-08-13T23:48:03.706959
D:\桌面\本地PDF文献知识库\Photocatalytic performance of magnesium alloy microarc oxides.pdf,Photocatalytic performance of magnesium alloy microarc oxides.pdf,Photocatalytic performance of magnesium alloy microarc oxides.pdf,750342,0.72,2025-08-08T16:22:20.221673,726c5594cd4f6759a0ba6ef8d7d3c733,2025-08-13T23:48:03.708789
D:\桌面\本地PDF文献知识库\Physical and Electrochemical Characterization of Co-Deposited Tio2 and Mgo Layer on Ti6Al4V by Micro Arc Oxidation (MAO).pdf,Physical and Electrochemical Characterization of Co-Deposited Tio2 and Mgo Layer on Ti6Al4V by Micro Arc Oxidation (MAO).pdf,Physical and Electrochemical Characterization of Co-Deposited Tio2 and Mgo Layer on Ti6Al4V by Micro Arc Oxidation (MAO).pdf,16175441,15.43,2025-08-08T15:49:32.685232,4e235e5a98d4c60f95ed8e707fab690d,2025-08-13T23:48:03.733256
D:\桌面\本地PDF文献知识库\Plasma electrolytic oxidation (PEO) layers grown on metals and alloys as.pdf,Plasma electrolytic oxidation (PEO) layers grown on metals and alloys as.pdf,Plasma electrolytic oxidation (PEO) layers grown on metals and alloys as.pdf,8017169,7.65,2025-08-08T15:44:41.615299,5eeb848a74651801309d2b3a090f8cd3,2025-08-13T23:48:03.745802
"D:\桌面\本地PDF文献知识库\Plasma Electrolytic Oxidation Ceramic Coatings on Zirconium (Zr) and ZrAlloys Part I—Growth Mechanisms, Microstructure, and Chemical Composition.pdf","Plasma Electrolytic Oxidation Ceramic Coatings on Zirconium (Zr) and ZrAlloys Part I—Growth Mechanisms, Microstructure, and Chemical Composition.pdf","Plasma Electrolytic Oxidation Ceramic Coatings on Zirconium (Zr) and ZrAlloys Part I—Growth Mechanisms, Microstructure, and Chemical Composition.pdf",3796511,3.62,2025-08-08T15:17:35.263078,dc1fd27028cd95a5f38183a8013dd9e9,2025-08-13T23:48:03.751797
